Season,Round,Region Number,Region Name,Seed,Score,School,School,Score,Seed,,,
2004-2005,3,1,Midwest,2,78,oklahoma-state,arizona,79,3,,,
2004-2005,3,2,West,1,79,washington,louisville,93,4,,,
2004-2005,3,2,West,7,65,west-virginia,texas-tech,60,6,,,
2004-2005,3,3,East,1,67,north-carolina,villanova,66,5,,,
2004-2005,3,3,East,10,56,nc-state,wisconsin,65,6,,,
2004-2005,3,4,South,1,68,duke,michigan-state,78,5,,,
2004-2005,3,4,South,2,62,kentucky,utah,52,6,,,
2004-2005,4,1,Midwest,1,90,illinois,arizona,89,3,,,
2004-2005,4,2,West,4,93,louisville,west-virginia,85,7,,,
2004-2005,4,3,East,1,88,north-carolina,wisconsin,82,6,,,
2004-2005,4,4,South,5,94,michigan-state,kentucky,88,2,,,
2004-2005,5,1,Final Four,1,72,illinois,louisville,57,4,,,
2004-2005,5,2,Final Four,1,87,north-carolina,michigan-state,71,5,,,
2004-2005,6,1,Championship,1,70,illinois,north-carolina,75,1,,,
2005-2006,1,1,South,1,70,duke,southern,54,16,,,
2005-2006,1,1,South,2,60,texas,pennsylvania,52,15,,,
2005-2006,1,1,South,3,63,iowa,northwestern-state,64,14,,,
2005-2006,1,1,South,4,80,louisiana-state,iona,64,13,,,
2005-2006,1,1,South,5,58,syracuse,texas-a&m,66,12,,,
2005-2006,1,1,South,6,64,west-virginia,southern-illinois,46,11,,,
2005-2006,1,1,South,7,52,california,nc-state,58,10,,,
2005-2006,1,1,South,8,88,george-washington,unc-wilmington,85,9,,,
2005-2006,1,2,West,1,94,memphis,oral-roberts,78,16,,,
2005-2006,1,2,West,2,78,ucla,belmont,44,15,,,
2005-2006,1,2,West,3,79,gonzaga,xavier,75,14,,,
2005-2006,1,2,West,4,73,kansas,bradley,77,13,,,
2005-2006,1,2,West,5,79,pittsburgh,kent-state,64,12,,,
2005-2006,1,2,West,6,87,indiana,san-diego-state,83,11,,,
2005-2006,1,2,West,7,85,marquette,alabama,90,10,,,
2005-2006,1,2,West,8,55,arkansas,bucknell,59,9,,,
2005-2006,1,3,East,1,72,connecticut,albany-(ny),59,16,,,
2005-2006,1,3,East,2,63,tennessee,winthrop,61,15,,,
2005-2006,1,3,East,3,69,north-carolina,murray-state,65,14,,,
2005-2006,1,3,East,4,78,illinois,air-force,69,13,,,
2005-2006,1,3,East,5,75,washington,utah-state,61,12,,,
2005-2006,1,3,East,6,65,michigan-state,george-mason,75,11,,,
2005-2006,1,3,East,7,86,wichita-state,seton-hall,66,10,,,
2005-2006,1,3,East,8,69,kentucky,uab,64,9,,,
2005-2006,1,4,Midwest,1,58,villanova,monmouth,45,16,,,
2005-2006,1,4,Midwest,2,70,ohio-state,davidson,62,15,,,
2005-2006,1,4,Midwest,3,76,florida,south-alabama,50,14,,,
2005-2006,1,4,Midwest,4,88,boston-college,pacific,76,13,,,
2005-2006,1,4,Midwest,5,79,nevada,montana,87,12,,,
2005-2006,1,4,Midwest,6,74,oklahoma,milwaukee,82,11,,,
2005-2006,1,4,Midwest,7,54,georgetown,northern-iowa,49,10,,,
2005-2006,1,4,Midwest,8,94,arizona,wisconsin,75,9,,,
2005-2006,2,1,South,1,74,duke,george-washington,61,8,,,
2005-2006,2,1,South,2,75,texas,nc-state,54,10,,,
2005-2006,2,1,South,14,54,northwestern-state,west-virginia,67,6,,,
2005-2006,2,1,South,4,58,louisiana-state,texas-a&m,57,12,,,
2005-2006,2,2,West,1,72,memphis,bucknell,56,9,,,
2005-2006,2,2,West,2,62,ucla,alabama,59,10,,,
2005-2006,2,2,West,3,90,gonzaga,indiana,80,6,,,
2005-2006,2,2,West,13,72,bradley,pittsburgh,66,5,,,
2005-2006,2,3,East,1,87,connecticut,kentucky,83,8,,,
2005-2006,2,3,East,2,73,tennessee,wichita-state,80,7,,,
2005-2006,2,3,East,3,60,north-carolina,george-mason,65,11,,,
2005-2006,2,3,East,4,64,illinois,washington,67,5,,,
2005-2006,2,4,Midwest,1,82,villanova,arizona,78,8,,,
2005-2006,2,4,Midwest,2,52,ohio-state,georgetown,70,7,,,
2005-2006,2,4,Midwest,3,82,florida,milwaukee,60,11,,,
2005-2006,2,4,Midwest,4,69,boston-college,montana,56,12,,,
2005-2006,3,1,South,1,54,duke,louisiana-state,62,4,,,
2005-2006,3,1,South,2,74,texas,west-virginia,71,6,,,
2005-2006,3,2,West,1,80,memphis,bradley,64,13,,,
2005-2006,3,2,West,2,73,ucla,gonzaga,71,3,,,
2005-2006,3,3,East,1,98,connecticut,washington,92,5,,,
2005-2006,3,3,East,7,55,wichita-state,george-mason,63,11,,,
2005-2006,3,4,Midwest,1,60,villanova,boston-college,59,4,,,
2005-2006,3,4,Midwest,7,53,georgetown,florida,57,3,,,
2005-2006,4,1,South,4,70,louisiana-state,texas,60,2,,,
2005-2006,4,2,West,1,45,memphis,ucla,50,2,,,
2005-2006,4,3,East,1,84,connecticut,george-mason,86,11,,,
2005-2006,4,4,Midwest,1,62,villanova,florida,75,3,,,
2005-2006,5,1,Final Four,4,45,louisiana-state,ucla,59,2,,,
2005-2006,5,2,Final Four,11,58,george-mason,florida,73,3,,,
2005-2006,6,1,Championship,2,57,ucla,florida,73,3,,,
2006-2007,1,1,Midwest,1,112,florida,jackson-state,69,16,,,
2006-2007,1,1,Midwest,2,76,wisconsin,texas-a&m-corpus-christi,63,15,,,
2006-2007,1,1,Midwest,3,58,oregon,miami-(oh),56,14,,,
2006-2007,1,1,Midwest,4,82,maryland,davidson,70,13,,,
2006-2007,1,1,Midwest,5,57,butler,old-dominion,46,12,,,
2006-2007,1,1,Midwest,6,64,notre-dame,winthrop,74,11,,,
2006-2007,1,1,Midwest,7,67,nevada-las-vegas,georgia-tech,63,10,,,
2006-2007,1,1,Midwest,8,63,arizona,purdue,72,9,,,
2006-2007,1,2,West,1,107,kansas,niagara,67,16,,,
2006-2007,1,2,West,2,70,ucla,weber-state,42,15,,,
2006-2007,1,2,West,3,79,pittsburgh,wright-state,58,14,,,
2006-2007,1,2,West,4,61,southern-illinois,holy-cross,51,13,,,
2006-2007,1,2,West,5,54,virginia-tech,illinois,52,12,,,
2006-2007,1,2,West,6,77,duke,virginia-commonwealth,79,11,,,
2006-2007,1,2,West,7,70,indiana,gonzaga,57,10,,,
2006-2007,1,2,West,8,67,kentucky,villanova,58,9,,,
2006-2007,1,3,East,1,85,north-carolina,eastern-kentucky,65,16,,,
2006-2007,1,3,East,2,80,georgetown,belmont,55,15,,,
2006-2007,1,3,East,3,70,washington-state,oral-roberts,54,14,,,
2006-2007,1,3,East,4,79,texas,new-mexico-state,67,13,,,
2006-2007,1,3,East,5,77,southern-california,arkansas,60,12,,,
2006-2007,1,3,East,6,77,vanderbilt,george-washington,44,11,,,
2006-2007,1,3,East,7,84,boston-college,texas-tech,75,10,,,
2006-2007,1,3,East,8,49,marquette,michigan-state,61,9,,,
2006-2007,1,4,South,1,78,ohio-state,central-connecticut-state,57,16,,,
2006-2007,1,4,South,2,73,memphis,north-texas,58,15,,,
2006-2007,1,4,South,3,68,texas-a&m,pennsylvania,52,14,,,
2006-2007,1,4,South,4,84,virginia,albany-(ny),57,13,,,
2006-2007,1,4,South,5,121,tennessee,long-beach-state,86,12,,,
2006-2007,1,4,South,6,78,louisville,stanford,58,11,,,
2006-2007,1,4,South,7,77,nevada,creighton,71,10,,,
2006-2007,1,4,South,8,77,brigham-young,xavier,79,9,,,
2006-2007,2,1,Midwest,1,74,florida,purdue,67,9,,,
2006-2007,2,1,Midwest,2,68,wisconsin,nevada-las-vegas,74,7,,,
2006-2007,2,1,Midwest,3,75,oregon,winthrop,61,11,,,
2006-2007,2,1,Midwest,4,59,maryland,butler,62,5,,,
2006-2007,2,2,West,1,88,kansas,kentucky,76,8,,,
2006-2007,2,2,West,2,54,ucla,indiana,49,7,,,
2006-2007,2,2,West,3,84,pittsburgh,virginia-commonwealth,79,11,,,
2006-2007,2,2,West,4,63,southern-illinois,virginia-tech,48,5,,,
2006-2007,2,3,East,1,81,north-carolina,michigan-state,67,9,,,
2006-2007,2,3,East,2,62,georgetown,boston-college,55,7,,,
2006-2007,2,3,East,3,74,washington-state,vanderbilt,78,6,,,
2006-2007,2,3,East,4,68,texas,southern-california,87,5,,,
2006-2007,2,4,South,1,78,ohio-state,xavier,71,9,,,
2006-2007,2,4,South,2,78,memphis,nevada,62,7,,,
2006-2007,2,4,South,3,72,texas-a&m,louisville,69,6,,,
2006-2007,2,4,South,4,74,virginia,tennessee,77,5,,,
2006-2007,3,1,Midwest,1,65,florida,butler,57,5,,,
2006-2007,3,1,Midwest,7,72,nevada-las-vegas,oregon,76,3,,,
2006-2007,3,2,West,1,61,kansas,southern-illinois,58,4,,,
2006-2007,3,2,West,2,64,ucla,pittsburgh,55,3,,,
2006-2007,3,3,East,1,74,north-carolina,southern-california,64,5,,,
2006-2007,3,3,East,2,66,georgetown,vanderbilt,65,6,,,
2006-2007,3,4,South,1,85,ohio-state,tennessee,84,5,,,
2006-2007,3,4,South,2,65,memphis,texas-a&m,64,3,,,
2006-2007,4,1,Midwest,1,85,florida,oregon,77,3,,,
2006-2007,4,2,West,1,55,kansas,ucla,68,2,,,
2006-2007,4,3,East,1,84,north-carolina,georgetown,96,2,,,
2006-2007,4,4,South,1,92,ohio-state,memphis,76,2,,,
2006-2007,5,1,Final Four,1,76,florida,ucla,66,2,,,
2006-2007,5,2,Final Four,2,60,georgetown,ohio-state,67,1,,,
2006-2007,6,1,Championship,1,84,florida,ohio-state,75,1,,,
2007-2008,1,1,East,1,113,north-carolina,mount-st.-mary's,74,16,,,
2007-2008,1,1,East,2,72,tennessee,american,57,15,,,
2007-2008,1,1,East,3,79,louisville,boise-state,61,14,,,
2007-2008,1,1,East,4,71,washington-state,winthrop,40,13,,,
2007-2008,1,1,East,5,68,notre-dame,george-mason,50,12,,,
2007-2008,1,1,East,6,72,oklahoma,saint-joseph's,64,11,,,
2007-2008,1,1,East,7,81,butler,south-alabama,61,10,,,
2007-2008,1,1,East,8,72,indiana,arkansas,86,9,,,
2007-2008,1,2,Midwest,1,85,kansas,portland-state,61,16,,,
2007-2008,1,2,Midwest,2,66,georgetown,maryland-baltimore-county,47,15,,,
2007-2008,1,2,Midwest,3,71,wisconsin,cal-state-fullerton,56,14,,,
2007-2008,1,2,Midwest,4,62,vanderbilt,siena,83,13,,,
2007-2008,1,2,Midwest,5,69,clemson,villanova,75,12,,,
2007-2008,1,2,Midwest,6,67,southern-california,kansas-state,80,11,,,
2007-2008,1,2,Midwest,7,76,gonzaga,davidson,82,10,,,
2007-2008,1,2,Midwest,8,71,nevada-las-vegas,kent-state,58,9,,,
2007-2008,1,3,South,1,87,memphis,ut-arlington,63,16,,,
2007-2008,1,3,South,2,74,texas,austin-peay,54,15,,,
2007-2008,1,3,South,3,77,stanford,cornell,53,14,,,
2007-2008,1,3,South,4,82,pittsburgh,oral-roberts,63,13,,,
2007-2008,1,3,South,5,72,michigan-state,temple,61,12,,,
2007-2008,1,3,South,6,74,marquette,kentucky,66,11,,,
2007-2008,1,3,South,7,78,miami-(fl),saint-mary's-(ca),64,10,,,
2007-2008,1,3,South,8,76,mississippi-state,oregon,69,9,,,
2007-2008,1,4,West,1,70,ucla,mississippi-valley-state,29,16,,,
2007-2008,1,4,West,2,71,duke,belmont,70,15,,,
2007-2008,1,4,West,3,73,xavier,georgia,61,14,,,
2007-2008,1,4,West,4,69,connecticut,san-diego,70,13,,,
2007-2008,1,4,West,5,99,drake,western-kentucky,101,12,,,
2007-2008,1,4,West,6,90,purdue,baylor,79,11,,,
2007-2008,1,4,West,7,75,west-virginia,arizona,65,10,,,
2007-2008,1,4,West,8,62,brigham-young,texas-a&m,67,9,,,
2007-2008,2,1,East,1,108,north-carolina,arkansas,77,9,,,
2007-2008,2,1,East,2,76,tennessee,butler,71,7,,,
2007-2008,2,1,East,3,78,louisville,oklahoma,48,6,,,
2007-2008,2,1,East,4,61,washington-state,notre-dame,41,5,,,
2007-2008,2,2,Midwest,1,75,kansas,nevada-las-vegas,56,8,,,
2007-2008,2,2,Midwest,2,70,georgetown,davidson,74,10,,,
2007-2008,2,2,Midwest,3,72,wisconsin,kansas-state,55,11,,,
2007-2008,2,2,Midwest,13,72,siena,villanova,84,12,,,
2007-2008,2,3,South,1,77,memphis,mississippi-state,74,8,,,
2007-2008,2,3,South,2,75,texas,miami-(fl),72,7,,,
2007-2008,2,3,South,3,82,stanford,marquette,81,6,,,
2007-2008,2,3,South,4,54,pittsburgh,michigan-state,65,5,,,
2007-2008,2,4,West,1,51,ucla,texas-a&m,49,9,,,
2007-2008,2,4,West,2,67,duke,west-virginia,73,7,,,
2007-2008,2,4,West,3,85,xavier,purdue,78,6,,,
2007-2008,2,4,West,13,63,san-diego,western-kentucky,72,12,,,
2007-2008,3,1,East,1,68,north-carolina,washington-state,47,4,,,
2007-2008,3,1,East,2,60,tennessee,louisville,79,3,,,
2007-2008,3,2,Midwest,1,72,kansas,villanova,57,12,,,
2007-2008,3,2,Midwest,10,73,davidson,wisconsin,56,3,,,
2007-2008,3,3,South,1,92,memphis,michigan-state,74,5,,,
2007-2008,3,3,South,2,82,texas,stanford,62,3,,,
2007-2008,3,4,West,1,88,ucla,western-kentucky,78,12,,,
2007-2008,3,4,West,7,75,west-virginia,xavier,79,3,,,
2007-2008,4,1,East,1,83,north-carolina,louisville,73,3,,,
2007-2008,4,2,Midwest,1,59,kansas,davidson,57,10,,,
2007-2008,4,3,South,1,85,memphis,texas,67,2,,,
2007-2008,4,4,West,1,76,ucla,xavier,57,3,,,
2007-2008,5,1,Final Four,1,66,north-carolina,kansas,84,1,,,
2007-2008,5,2,Final Four,1,78,memphis,ucla,63,1,,,
2007-2008,6,1,Championship,1,75,kansas,memphis,68,1,,,
2008-2009,1,1,Midwest,1,74,louisville,morehead-state,54,16,,,
2008-2009,1,1,Midwest,2,77,michigan-state,robert-morris,62,15,,,
2008-2009,1,1,Midwest,3,84,kansas,north-dakota-state,74,14,,,
2008-2009,1,1,Midwest,4,69,wake-forest,cleveland-state,84,13,,,
2008-2009,1,1,Midwest,5,71,utah,arizona,84,12,,,
2008-2009,1,1,Midwest,6,60,west-virginia,dayton,68,11,,,
2008-2009,1,1,Midwest,7,55,boston-college,southern-california,72,10,,,
2008-2009,1,1,Midwest,8,72,ohio-state,siena,74,9,,,
2008-2009,1,2,West,1,103,connecticut,chattanooga,47,16,,,
2008-2009,1,2,West,2,81,memphis,cal-state-northridge,70,15,,,
2008-2009,1,2,West,3,78,missouri,cornell,59,14,,,
2008-2009,1,2,West,4,71,washington,mississippi-state,58,13,,,
2008-2009,1,2,West,5,61,purdue,northern-iowa,56,12,,,
2008-2009,1,2,West,6,58,marquette,utah-state,57,11,,,
2008-2009,1,2,West,7,71,california,maryland,84,10,,,
2008-2009,1,2,West,8,66,brigham-young,texas-a&m,79,9,,,
2008-2009,1,3,East,1,72,pittsburgh,east-tennessee-state,62,16,,,
2008-2009,1,3,East,2,85,duke,binghamton,62,15,,,
2008-2009,1,3,East,3,80,villanova,american,67,14,,,
2008-2009,1,3,East,4,77,xavier,portland-state,59,13,,,
2008-2009,1,3,East,5,59,florida-state,wisconsin,61,12,,,
2008-2009,1,3,East,6,65,ucla,virginia-commonwealth,64,11,,,
2008-2009,1,3,East,7,76,texas,minnesota,62,10,,,
2008-2009,1,3,East,8,77,oklahoma-state,tennessee,75,9,,,
2008-2009,1,4,South,1,101,north-carolina,radford,58,16,,,
2008-2009,1,4,South,2,82,oklahoma,morgan-state,54,15,,,
2008-2009,1,4,South,3,59,syracuse,stephen-f.-austin,44,14,,,
2008-2009,1,4,South,4,77,gonzaga,akron,64,13,,,
2008-2009,1,4,South,5,72,illinois,western-kentucky,76,12,,,
2008-2009,1,4,South,6,66,arizona-state,temple,57,11,,,
2008-2009,1,4,South,7,59,clemson,michigan,62,10,,,
2008-2009,1,4,South,8,75,louisiana-state,butler,71,9,,,
2008-2009,2,1,Midwest,1,79,louisville,siena,72,9,,,
2008-2009,2,1,Midwest,2,74,michigan-state,southern-california,69,10,,,
2008-2009,2,1,Midwest,3,60,kansas,dayton,43,11,,,
2008-2009,2,1,Midwest,13,57,cleveland-state,arizona,71,12,,,
2008-2009,2,2,West,1,92,connecticut,texas-a&m,66,9,,,
2008-2009,2,2,West,2,89,memphis,maryland,70,10,,,
2008-2009,2,2,West,3,83,missouri,marquette,79,6,,,
2008-2009,2,2,West,4,74,washington,purdue,76,5,,,
2008-2009,2,3,East,1,84,pittsburgh,oklahoma-state,76,8,,,
2008-2009,2,3,East,2,74,duke,texas,69,7,,,
2008-2009,2,3,East,3,89,villanova,ucla,69,6,,,
2008-2009,2,3,East,4,60,xavier,wisconsin,49,12,,,
2008-2009,2,4,South,1,84,north-carolina,louisiana-state,70,8,,,
2008-2009,2,4,South,2,73,oklahoma,michigan,63,10,,,
2008-2009,2,4,South,3,78,syracuse,arizona-state,67,6,,,
2008-2009,2,4,South,4,83,gonzaga,western-kentucky,81,12,,,
2008-2009,3,1,Midwest,1,103,louisville,arizona,64,12,,,
2008-2009,3,1,Midwest,2,67,michigan-state,kansas,62,3,,,
2008-2009,3,2,West,1,72,connecticut,purdue,60,5,,,
2008-2009,3,2,West,2,91,memphis,missouri,102,3,,,
2008-2009,3,3,East,1,60,pittsburgh,xavier,55,4,,,
2008-2009,3,3,East,2,54,duke,villanova,77,3,,,
2008-2009,3,4,South,1,98,north-carolina,gonzaga,77,4,,,
2008-2009,3,4,South,2,84,oklahoma,syracuse,71,3,,,
2008-2009,4,1,Midwest,1,52,louisville,michigan-state,64,2,,,
2008-2009,4,2,West,1,82,connecticut,missouri,75,3,,,
2008-2009,4,3,East,1,76,pittsburgh,villanova,78,3,,,
2008-2009,4,4,South,1,72,north-carolina,oklahoma,60,2,,,
2008-2009,5,1,Final Four,2,82,michigan-state,connecticut,73,1,,,
2008-2009,5,2,Final Four,3,69,villanova,north-carolina,83,1,,,
2008-2009,6,1,Championship,2,72,michigan-state,north-carolina,89,1,,,
2009-2010,1,1,Midwest,1,90,kansas,lehigh,74,16,,,
2009-2010,1,1,Midwest,2,68,ohio-state,uc-santa-barbara,51,15,,,
2009-2010,1,1,Midwest,3,83,georgetown,ohio,97,14,,,
2009-2010,1,1,Midwest,4,89,maryland,houston,77,13,,,
2009-2010,1,1,Midwest,5,70,michigan-state,new-mexico-state,67,12,,,
2009-2010,1,1,Midwest,6,62,tennessee,san-diego-state,59,11,,,
2009-2010,1,1,Midwest,7,59,oklahoma-state,georgia-tech,64,10,,,
2009-2010,1,1,Midwest,8,66,nevada-las-vegas,northern-iowa,69,9,,,
2009-2010,1,2,West,1,79,syracuse,vermont,56,16,,,
2009-2010,1,2,West,2,82,kansas-state,north-texas,62,15,,,
2009-2010,1,2,West,3,89,pittsburgh,oakland,66,14,,,
2009-2010,1,2,West,4,65,vanderbilt,murray-state,66,13,,,
2009-2010,1,2,West,5,77,butler,utep,59,12,,,
2009-2010,1,2,West,6,65,xavier,minnesota,54,11,,,
2009-2010,1,2,West,7,99,brigham-young,florida,92,10,,,
2009-2010,1,2,West,8,67,gonzaga,florida-state,60,9,,,
2009-2010,1,3,East,1,100,kentucky,east-tennessee-state,71,16,,,
2009-2010,1,3,East,2,77,west-virginia,morgan-state,50,15,,,
2009-2010,1,3,East,3,62,new-mexico,montana,57,14,,,
2009-2010,1,3,East,4,53,wisconsin,wofford,49,13,,,
2009-2010,1,3,East,5,65,temple,cornell,78,12,,,
2009-2010,1,3,East,6,78,marquette,washington,80,11,,,
2009-2010,1,3,East,7,78,clemson,missouri,86,10,,,
2009-2010,1,3,East,8,80,texas,wake-forest,81,9,,,
2009-2010,1,4,South,1,73,duke,arkansas-pine-bluff,44,16,,,
2009-2010,1,4,South,2,73,villanova,robert-morris,70,15,,,
2009-2010,1,4,South,3,68,baylor,sam-houston-state,59,14,,,
2009-2010,1,4,South,4,72,purdue,siena,64,13,,,
2009-2010,1,4,South,5,69,texas-a&m,utah-state,53,12,,,
2009-2010,1,4,South,6,50,notre-dame,old-dominion,51,11,,,
2009-2010,1,4,South,7,71,richmond,saint-mary's-(ca),80,10,,,
2009-2010,1,4,South,8,77,california,louisville,62,9,,,
2009-2010,2,1,Midwest,1,67,kansas,northern-iowa,69,9,,,
2009-2010,2,1,Midwest,2,75,ohio-state,georgia-tech,66,10,,,
2009-2010,2,1,Midwest,14,68,ohio,tennessee,83,6,,,
2009-2010,2,1,Midwest,4,83,maryland,michigan-state,85,5,,,
2009-2010,2,2,West,1,87,syracuse,gonzaga,65,8,,,
2009-2010,2,2,West,2,84,kansas-state,brigham-young,72,7,,,
2009-2010,2,2,West,3,68,pittsburgh,xavier,71,6,,,
2009-2010,2,2,West,13,52,murray-state,butler,54,5,,,
2009-2010,2,3,East,1,90,kentucky,wake-forest,60,9,,,
2009-2010,2,3,East,2,68,west-virginia,missouri,59,10,,,
2009-2010,2,3,East,3,64,new-mexico,washington,82,11,,,
2009-2010,2,3,East,4,69,wisconsin,cornell,87,12,,,
2009-2010,2,4,South,1,68,duke,california,53,8,,,
2009-2010,2,4,South,2,68,villanova,saint-mary's-(ca),75,10,,,
2009-2010,2,4,South,3,76,baylor,old-dominion,68,11,,,
2009-2010,2,4,South,4,63,purdue,texas-a&m,61,5,,,
2009-2010,3,1,Midwest,9,52,northern-iowa,michigan-state,59,5,,,
2009-2010,3,1,Midwest,2,73,ohio-state,tennessee,76,6,,,
2009-2010,3,2,West,1,59,syracuse,butler,63,5,,,
2009-2010,3,2,West,2,101,kansas-state,xavier,96,6,,,
2009-2010,3,3,East,1,62,kentucky,cornell,45,12,,,
2009-2010,3,3,East,2,69,west-virginia,washington,56,11,,,
2009-2010,3,4,South,1,70,duke,purdue,57,4,,,
2009-2010,3,4,South,10,49,saint-mary's-(ca),baylor,72,3,,,
2009-2010,4,1,Midwest,5,70,michigan-state,tennessee,69,6,,,
2009-2010,4,2,West,5,63,butler,kansas-state,56,2,,,
2009-2010,4,3,East,1,66,kentucky,west-virginia,73,2,,,
2009-2010,4,4,South,1,78,duke,baylor,71,3,,,
2009-2010,5,1,Final Four,5,50,michigan-state,butler,52,5,,,
2009-2010,5,2,Final Four,2,57,west-virginia,duke,78,1,,,
2009-2010,6,1,Championship,5,59,butler,duke,61,1,,,
2010-2011,1,1,East,1,75,ohio-state,utsa,46,16,,,
2010-2011,1,1,East,2,102,north-carolina,long-island-university,87,15,,,
2010-2011,1,1,East,3,77,syracuse,indiana-state,60,14,,,
2010-2011,1,1,East,4,59,kentucky,princeton,57,13,,,
2010-2011,1,1,East,5,84,west-virginia,clemson,78,12,,,
2010-2011,1,1,East,6,55,xavier,marquette,66,11,,,
2010-2011,1,1,East,7,68,washington,georgia,65,10,,,
2010-2011,1,1,East,8,61,george-mason,villanova,57,9,,,
2010-2011,1,2,West,1,87,duke,hampton,45,16,,,
2010-2011,1,2,West,2,68,san-diego-state,northern-colorado,50,15,,,
2010-2011,1,2,West,3,81,connecticut,bucknell,52,14,,,
2010-2011,1,2,West,4,85,texas,oakland,81,13,,,
2010-2011,1,2,West,5,77,arizona,memphis,75,12,,,
2010-2011,1,2,West,6,78,cincinnati,missouri,63,11,,,
2010-2011,1,2,West,7,66,temple,penn-state,64,10,,,
2010-2011,1,2,West,8,75,michigan,tennessee,45,9,,,
2010-2011,1,3,Southwest,1,72,kansas,boston-university,53,16,,,
2010-2011,1,3,Southwest,2,69,notre-dame,akron,56,15,,,
2010-2011,1,3,Southwest,3,65,purdue,saint-peter's,43,14,,,
2010-2011,1,3,Southwest,4,61,louisville,morehead-state,62,13,,,
2010-2011,1,3,Southwest,5,66,vanderbilt,richmond,69,12,,,
2010-2011,1,3,Southwest,6,56,georgetown,virginia-commonwealth,74,11,,,
2010-2011,1,3,Southwest,7,50,texas-a&m,florida-state,57,10,,,
2010-2011,1,3,Southwest,8,62,nevada-las-vegas,illinois,73,9,,,
2010-2011,1,4,Southeast,1,74,pittsburgh,unc-asheville,51,16,,,
2010-2011,1,4,Southeast,2,79,florida,uc-santa-barbara,51,15,,,
2010-2011,1,4,Southeast,3,74,brigham-young,wofford,66,14,,,
2010-2011,1,4,Southeast,4,72,wisconsin,belmont,58,13,,,
2010-2011,1,4,Southeast,5,73,kansas-state,utah-state,68,12,,,
2010-2011,1,4,Southeast,6,71,st.-john's-(ny),gonzaga,86,11,,,
2010-2011,1,4,Southeast,7,78,ucla,michigan-state,76,10,,,
2010-2011,1,4,Southeast,8,60,butler,old-dominion,58,9,,,
2010-2011,2,1,East,1,98,ohio-state,george-mason,66,8,,,
2010-2011,2,1,East,2,86,north-carolina,washington,83,7,,,
2010-2011,2,1,East,3,62,syracuse,marquette,66,11,,,
2010-2011,2,1,East,4,71,kentucky,west-virginia,63,5,,,
2010-2011,2,2,West,1,73,duke,michigan,71,8,,,
2010-2011,2,2,West,2,71,san-diego-state,temple,64,7,,,
2010-2011,2,2,West,3,69,connecticut,cincinnati,58,6,,,
2010-2011,2,2,West,4,69,texas,arizona,70,5,,,
2010-2011,2,3,Southwest,1,73,kansas,illinois,59,9,,,
2010-2011,2,3,Southwest,2,57,notre-dame,florida-state,71,10,,,
2010-2011,2,3,Southwest,3,76,purdue,virginia-commonwealth,94,11,,,
2010-2011,2,3,Southwest,13,48,morehead-state,richmond,65,12,,,
2010-2011,2,4,Southeast,1,70,pittsburgh,butler,71,8,,,
2010-2011,2,4,Southeast,2,73,florida,ucla,65,7,,,
2010-2011,2,4,Southeast,3,89,brigham-young,gonzaga,67,11,,,
2010-2011,2,4,Southeast,4,70,wisconsin,kansas-state,65,5,,,
2010-2011,3,1,East,1,60,ohio-state,kentucky,62,4,,,
2010-2011,3,1,East,2,81,north-carolina,marquette,63,11,,,
2010-2011,3,2,West,1,77,duke,arizona,93,5,,,
2010-2011,3,2,West,2,67,san-diego-state,connecticut,74,3,,,
2010-2011,3,3,Southwest,1,77,kansas,richmond,57,12,,,
2010-2011,3,3,Southwest,10,71,florida-state,virginia-commonwealth,72,11,,,
2010-2011,3,4,Southeast,8,61,butler,wisconsin,54,4,,,
2010-2011,3,4,Southeast,2,83,florida,brigham-young,74,3,,,
2010-2011,4,1,East,4,76,kentucky,north-carolina,69,2,,,
2010-2011,4,2,West,5,63,arizona,connecticut,65,3,,,
2010-2011,4,3,Southwest,1,61,kansas,virginia-commonwealth,71,11,,,
2010-2011,4,4,Southeast,8,74,butler,florida,71,2,,,
2010-2011,5,1,Final Four,4,55,kentucky,connecticut,56,3,,,
2010-2011,5,2,Final Four,11,62,virginia-commonwealth,butler,70,8,,,
2010-2011,6,1,Championship,3,53,connecticut,butler,41,8,,,
2011-2012,1,1,South,1,81,kentucky,western-kentucky,66,16,,,
2011-2012,1,1,South,2,70,duke,lehigh,75,15,,,
2011-2012,1,1,South,3,68,baylor,south-dakota-state,60,14,,,
2011-2012,1,1,South,4,79,indiana,new-mexico-state,66,13,,,
2011-2012,1,1,South,5,59,wichita-state,virginia-commonwealth,62,12,,,
2011-2012,1,1,South,6,64,nevada-las-vegas,colorado,68,11,,,
2011-2012,1,1,South,7,63,notre-dame,xavier,67,10,,,
2011-2012,1,1,South,8,77,iowa-state,connecticut,64,9,,,
2011-2012,1,2,West,1,89,michigan-state,long-island-university,67,16,,,
2011-2012,1,2,West,2,84,missouri,norfolk-state,86,15,,,
2011-2012,1,2,West,3,88,marquette,brigham-young,68,14,,,
2011-2012,1,2,West,4,69,louisville,davidson,62,13,,,
2011-2012,1,2,West,5,75,new-mexico,long-beach-state,68,12,,,
2011-2012,1,2,West,6,58,murray-state,colorado-state,41,11,,,
2011-2012,1,2,West,7,71,florida,virginia,45,10,,,
2011-2012,1,2,West,8,54,memphis,saint-louis,61,9,,,
